2024-07-11_14-16-32,Model_Inference,0.006554,fp32,422
Filename,Operation,Time_s,Mode,keypoints
2024-07-11_14-14-24,Model_Inference,0.006574,fp32,402
2024-07-10_15-40-03,Model_Inference,0.006586,fp32,505
2024-07-10_15-51-48,Model_Inference,0.006563,fp32,305
2024-07-10_15-52-36,Model_Inference,0.006616,fp32,277
2024-07-10_15-43-56,Model_Inference,0.006576,fp32,355
2024-07-11_14-12-14,Model_Inference,0.006582,fp32,467
2024-07-11_14-19-12,Model_Inference,0.006631,fp32,343
2024-07-10_15-44-58,Model_Inference,0.006588,fp32,360
2024-07-11_14-02-35,Model_Inference,0.006630,fp32,575
2024-07-11_14-10-53,Model_Inference,0.006629,fp32,547
2024-07-10_15-40-53,Model_Inference,0.006572,fp32,391
2024-07-10_15-54-07,Model_Inference,0.006571,fp32,285
2024-07-11_14-13-12,Model_Inference,0.006587,fp32,485
2024-07-11_14-05-35,Model_Inference,0.006597,fp32,426
2024-07-11_14-17-18,Model_Inference,0.006571,fp32,399
2024-07-10_15-53-12,Model_Inference,0.006636,fp32,295
2024-07-11_14-06-07,Model_Inference,0.006594,fp32,428
2024-07-10_15-51-45,Model_Inference,0.006591,fp32,278
2024-07-10_15-38-54,Model_Inference,0.006591,fp32,442
2024-07-10_15-51-21,Model_Inference,0.006593,fp32,318
2024-07-11_14-04-22,Model_Inference,0.006622,fp32,530
2024-07-11_14-17-59,Model_Inference,0.006556,fp32,334
2024-07-10_15-52-37,Model_Inference,0.006561,fp32,284
2024-07-10_15-50-55,Model_Inference,0.006588,fp32,313
2024-07-10_15-48-15,Model_Inference,0.006609,fp32,316
2024-07-10_15-43-03,Model_Inference,0.006594,fp32,310
2024-07-11_14-15-08,Model_Inference,0.006609,fp32,392
2024-07-11_14-13-51,Model_Inference,0.006598,fp32,435
2024-07-11_14-18-28,Model_Inference,0.006587,fp32,373
2024-07-10_15-41-46,Model_Inference,0.006573,fp32,396
2024-07-11_14-03-31,Model_Inference,0.006588,fp32,486
2024-07-11_14-16-32,Model_Inference,0.006533,fp32,422
2024-07-11_14-14-24,Model_Inference,0.006545,fp32,402
2024-07-10_15-40-03,Model_Inference,0.006569,fp32,505
2024-07-10_15-51-48,Model_Inference,0.006551,fp32,305
2024-07-10_15-52-36,Model_Inference,0.006549,fp32,277
2024-07-10_15-43-56,Model_Inference,0.006570,fp32,355
2024-07-11_14-12-14,Model_Inference,0.006581,fp32,467
2024-07-11_14-19-12,Model_Inference,0.006541,fp32,343
2024-07-10_15-44-58,Model_Inference,0.006570,fp32,360
2024-07-11_14-02-35,Model_Inference,0.006675,fp32,575
2024-07-11_14-10-53,Model_Inference,0.006581,fp32,547
2024-07-10_15-40-53,Model_Inference,0.006557,fp32,391
2024-07-10_15-54-07,Model_Inference,0.006589,fp32,285
2024-07-11_14-13-12,Model_Inference,0.006555,fp32,485
2024-07-11_14-05-35,Model_Inference,0.006595,fp32,426
2024-07-11_14-17-18,Model_Inference,0.006566,fp32,399
2024-07-10_15-53-12,Model_Inference,0.006541,fp32,295
2024-07-11_14-06-07,Model_Inference,0.006599,fp32,428
2024-07-10_15-51-45,Model_Inference,0.006569,fp32,278
2024-07-10_15-38-54,Model_Inference,0.006545,fp32,442
2024-07-10_15-51-21,Model_Inference,0.006547,fp32,318
2024-07-11_14-04-22,Model_Inference,0.006604,fp32,530
2024-07-11_14-17-59,Model_Inference,0.006573,fp32,334
2024-07-10_15-52-37,Model_Inference,0.006543,fp32,284
2024-07-10_15-50-55,Model_Inference,0.006549,fp32,313
2024-07-10_15-48-15,Model_Inference,0.006549,fp32,316
2024-07-10_15-43-03,Model_Inference,0.006564,fp32,310
2024-07-11_14-15-08,Model_Inference,0.006599,fp32,392
2024-07-11_14-13-51,Model_Inference,0.006560,fp32,435
2024-07-11_14-18-28,Model_Inference,0.006540,fp32,373
2024-07-10_15-41-46,Model_Inference,0.006565,fp32,396
2024-07-11_14-03-31,Model_Inference,0.006548,fp32,486
